id,РџРѕРєСѓРїР°С‚РµР»СЊСЃРєР°СЏ Р°РєС‚РёРІРЅРѕСЃС‚СЊ,РўРёРї СЃРµСЂРІРёСЃР°,Р Р°Р·СЂРµС€РёС‚СЊ СЃРѕРѕР±С‰Р°С‚СЊ,РњР°СЂРєРµС‚_Р°РєС‚РёРІ_6_РјРµСЃ,РњР°СЂРєРµС‚_Р°РєС‚РёРІ_С‚РµРє_РјРµСЃ,Р”Р»РёС‚РµР»СЊРЅРѕСЃС‚СЊ,РђРєС†РёРѕРЅРЅС‹Рµ_РїРѕРєСѓРїРєРё,РџРѕРїСѓР»СЏСЂРЅР°СЏ_РєР°С‚РµРіРѕСЂРёСЏ,РЎСЂРµРґРЅРёР№_РїСЂРѕСЃРјРѕС‚СЂ_РєР°С‚РµРіРѕСЂРёР№_Р·Р°_РІРёР·РёС‚,РќРµРѕРїР»Р°С‡РµРЅРЅС‹Рµ_РїСЂРѕРґСѓРєС‚С‹_С€С‚СѓРє_РєРІР°СЂС‚Р°Р»,РћС€РёР±РєР°_СЃРµСЂРІРёСЃР°,РЎС‚СЂР°РЅРёС†_Р·Р°_РІРёР·РёС‚
216362,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.9,4,776,0.3,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,1,3,8
216363,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,2.6,4,620,0.28,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,2,7,8
216364,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.6,4,514,0.95,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,4,5,13
216365,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.4,5,597,0.24,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,5,4,15
216366,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.7,5,368,0.11,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,6,4,6,10
216367,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.6,3,568,0.28,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,4,5,14
216368,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.3,4,1061,0.24,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,2,6,16
216369,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.3,4,779,0.25,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,3,8,4
216370,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.2,4,717,0.13,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,2,3,5,9
216371,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.3,3,414,0.94,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,2,1,5,9
216372,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.9,4,477,0.18,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,2,2,14
216373,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.2,4,651,0.12,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,1,2,10
216374,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.4,4,1024,0.27,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,4,4,8
216375,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.8,3,345,0.15,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,5,1,2,7
216376,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.4,4,514,0.27,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,2,5,6
216377,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,4,553,0.95,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,3,5,15
216378,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.7,3,636,0.14,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,2,7,11
216379,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.3,4,827,0.25,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,4,2,4,14
216380,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.7,3,286,0.13,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,6,5,2,8
216381,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.2,4,201,0.23,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,5,3,5,18
216382,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РЅРµС‚,4.5,3,762,0.24,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,0,3,8
216383,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.3,5,748,0.95,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,3,1,6,6
216384,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.2,3,973,0.11,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,4,4,12
216385,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.9,5,789,0.94,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,4,1,6,10
216386,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.3,4,661,0.17,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,5,5,7,6
216387,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.0,4,478,0.21,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,2,6,12
216388,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.3,4,356,0.15,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,3,2,4,6
216389,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.9,4,592,0.21,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,2,5,9,8
216390,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,6.1,5,876,0.17,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,3,5,8
216391,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.3,5,234,0.25,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,4,2,5,8
216392,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.6,5,356,0.17,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,4,3,13
216393,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.5,4,435,0.24,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,5,2,7,10
216394,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.7,3,440,0.12,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,2,4,10
216395,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.9,4,475,0.3,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,4,5,5,12
216396,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.4,4,723,0.15,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,5,3,2,11
216397,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.2,5,199,0.94,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,2,6,4
216398,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.7,3,1010,0.15,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,0,6,3
216399,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.8,4,265,0.95,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,5,2,1,12
216400,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.0,3,1000,0.17,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,1,4,5
216401,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.1,4,471,0.25,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,3,3,4,8
216402,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.9,3,378,0.17,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,4,2,13
216403,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.7,4,596,0.15,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,0,9,15
216404,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.5,5,776,0.18,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,5,2,6,13
216405,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.0,4,436,0.21,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,1,6,9
216406,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.6,4,713,0.24,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,4,7,12
216407,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,5,646,0.16,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,6,3,6,8
216408,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РЅРµС‚,4.9,4,424,0.3,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,4,4,9,11
216409,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.8,4,425,0.25,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,3,1,11
216410,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.8,3,939,0.11,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,6,1,7,12
216411,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.1,4,602,0.23,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,2,8,9
216412,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.5,3,847,0.11,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,5,1,5,4
216413,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.2,3,1032,0.95,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,5,2,11
216414,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.9,5,380,0.16,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,1,3,5
216415,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.7,4,536,0.16,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,6,3,4,11
216416,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.3,3,784,0.17,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,6,4,2,8
216417,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.6,3,485,0.23,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,2,5,7,13
216418,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,5.9,4,121,0.24,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,3,2,0,14
216419,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.3,4,889,0.28,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,2,1,4,11
216420,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,6.3,4,606,0.25,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,2,5,1,9
216421,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.1,3,302,0.95,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,2,2,6
216422,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.2,5,726,0.25,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,5,6,12
216423,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.4,3,280,0.17,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,1,2,6,4
216424,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.4,4,993,0.17,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,2,3,9,8
216425,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.8,4,205,0.17,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,2,3,8,17
216426,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.3,3,712,0.13,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,2,0,7,8
216427,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.9,5,513,0.3,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,2,4,3,9
216428,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.9,5,595,0.15,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,2,1,1,11
216429,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.7,4,509,0.26,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,2,2,2,16
216430,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.4,4,540,0.24,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,1,3,5,10
216431,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.8,5,275,0.17,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,1,5,4,13
216432,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.5,4,844,0.24,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,1,5,8,18
216433,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.0,3,788,0.23,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,3,4,7
216434,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.3,3,724,0.15,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,1,1,6,9
216435,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.8,4,190,0.3,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,1,4,5,11
216436,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.6,4,785,0.24,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,2,1,6,13
216437,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,3.3,5,517,0.25,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,1,2,1,9
216438,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.8,4,460,0.2,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,2,1,5,6
216439,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,6.1,4,627,0.13,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,3,1,13
216440,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.2,4,703,0.3,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,2,1,6,6
216441,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.1,4,136,0.3,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,4,3,10
216442,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.8,4,907,0.13,РљРѕСЃРјРµС‚РёРєР° Рё Р°РєСЃРµСЃСѓР°СЂС‹,2,1,8,4
216443,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.8,4,322,0.17,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,2,3,6,6
216444,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.7,5,423,0.28,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,4,2,6,15
216445,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.9,5,307,0.99,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,1,2,6,9
216446,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,5.3,5,433,0.91,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,1,1,0,7
216447,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,5.5,5,953,0.24,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,2,2,4,14
216448,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.3,4,964,0.14,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,4,3,8,6
216449,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,3.6,4,618,0.24,РўРµС…РЅРёРєР° РґР»СЏ РєСЂР°СЃРѕС‚С‹ Рё Р·РґРѕСЂРѕРІСЊСЏ,3,2,7,3
216450,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,6.1,3,372,0.16,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,3,6,10
216451,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,3.5,4,972,0.18,РњРµР»РєР°СЏ Р±С‹С‚РѕРІР°СЏ С‚РµС…РЅРёРєР° Рё СЌР»РµРєС‚СЂРѕРЅРёРєР°,3,1,6,5
216452,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.6,3,238,0.11,Р”РѕРјР°С€РЅРёР№ С‚РµРєСЃС‚РёР»СЊ,6,0,6,11
216453,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РґР°,4.1,5,449,0.25,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,4,4,3,13
216454,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,РїСЂРµРјРёСѓРј,РґР°,4.4,5,929,0.14,РљСѓС…РѕРЅРЅР°СЏ РїРѕСЃСѓРґР°,5,1,6,7
216455,РџСЂРµР¶РЅРёР№ СѓСЂРѕРІРµРЅСЊ,СЃС‚Р°РЅРґР°СЂС‚,РЅРµС‚,4.7,4,511,0.13,РўРѕРІР°СЂС‹ РґР»СЏ РґРµС‚РµР№,2,3,7,12
