id,РџРµСЂРёРѕРґ,Р’С‹СЂСѓС‡РєР°
216390,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4774.7
216391,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5937.6
216391,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4416.0
216391,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5161.5
216392,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4973.0
216392,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4819.0
216392,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4969.1
216393,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5094.0
216393,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4882.5
216393,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4829.2
216394,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5000.0
216394,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4941.5
216394,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5020.8
216395,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4412.0
216395,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4625.0
216395,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4357.4
216396,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4835.9
216396,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4603.0
216396,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5378.0
216397,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4518.1
216397,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3846.0
216397,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4471.0
216398,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4935.0
216398,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4439.0
216398,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4999.3
216399,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5285.7
216399,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5223.0
216399,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4728.0
216400,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5070.4
216400,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4974.0
216400,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4956.0
216401,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5364.5
216401,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5495.8
216401,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5363.0
216402,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5287.1
216402,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5158.0
216402,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5148.0
216403,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5115.0
216403,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5469.9
216403,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5374.0
216404,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4690.0
216404,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4954.0
216404,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4855.2
216405,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4637.0
216405,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,3877.8
216405,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5663.0
216406,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5254.5
216406,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4986.0
216406,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5617.2
216407,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4367.8
216407,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4365.0
216407,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3411.0
216408,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6524.6
216408,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5930.5
216408,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5395.0
216409,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5568.0
216409,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5697.0
216409,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5715.2
216410,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4273.0
216410,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4236.6
216410,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4465.0
216411,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4857.0
216411,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4775.0
216411,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4915.5
216412,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5227.0
216412,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5233.0
216412,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5351.8
216413,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4828.0
216413,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6254.4
216413,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5522.5
216414,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5097.3
216414,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4944.0
216414,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5122.0
216415,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5106.4
216415,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4604.0
216415,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4803.5
216416,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5191.8
216416,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4995.0
216416,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5496.0
216417,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4014.0
216417,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4486.0
216417,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4163.5
216418,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4745.0
216418,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3622.0
216418,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4725.7
216419,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5005.9
216419,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4974.0
216419,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4235.0
216420,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5584.4
216420,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5028.0
216420,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4536.0
216421,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5463.8
216421,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5768.0
216421,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5267.0
216422,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5408.4
216422,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4988.5
216422,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4654.0
216423,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4519.0
216423,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5153.5
216423,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5833.4
216424,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5927.2
216424,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5343.5
216424,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4820.0
216425,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4863.7
216425,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4835.0
216425,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4072.0
216426,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4090.0
216426,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,3845.6
216426,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4522.0
216427,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5244.8
216427,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4972.0
216427,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5048.5
216428,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6555.6
216428,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4894.0
216428,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5714.5
216429,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4712.0
216429,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4733.6
216429,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3899.0
216430,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5566.2
216430,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5415.0
216430,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5574.0
216431,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5244.1
216431,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4923.0
216431,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5143.0
216432,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4917.0
216432,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5029.4
216432,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4785.0
216433,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4996.4
216433,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4884.0
216433,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4752.0
216434,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5258.0
216434,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4470.0
216434,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4822.5
216435,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6111.8
216435,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5220.0
216435,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4341.0
216436,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4397.8
216436,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4539.5
216436,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4853.0
216437,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4634.0
216437,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3568.0
216437,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4648.0
216438,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5376.0
216438,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5459.6
216438,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5028.0
216439,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6050.8
216439,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5328.0
216439,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4644.0
216440,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4034.6
216440,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4795.0
216440,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4318.0
216441,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4374.2
216441,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4485.0
216441,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4356.0
216442,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,3085.4
216442,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3829.0
216442,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4837.0
216443,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5366.2
216443,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5029.0
216443,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5140.0
216444,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4026.0
216444,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4694.0
216444,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4266.5
216445,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3061.0
216445,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4351.0
216445,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4309.0
216446,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4712.0
216446,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5160.0
216446,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5230.7
216447,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5171.0
216447,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5917.0
216447,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5501.0
216448,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5315.0
216448,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5679.5
216448,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6125.4
216449,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3640.0
216449,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4707.3
216449,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4721.0
216450,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5144.0
216450,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5521.0
216450,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4859.0
216451,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6862.8
216451,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5176.0
216451,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,6010.0
216452,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4798.0
216452,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4904.6
216452,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4825.0
216453,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4538.8
216453,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4037.0
216453,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4466.0
216454,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4332.5
216454,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4946.0
216454,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,3930.8
216455,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5510.0
216455,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5662.0
216455,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5424.1
216456,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5766.0
216456,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5468.3
216456,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5276.0
216457,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5971.4
216457,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4867.0
216457,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5389.0
216458,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5198.0
216458,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5003.0
216458,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5497.0
216459,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4852.5
216459,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5223.0
216459,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4661.4
216460,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4602.0
216460,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4942.6
216460,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4845.0
216461,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4959.2
216461,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4846.0
216461,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4837.0
216462,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4750.9
216462,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4344.0
216462,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4663.0
216463,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5243.7
216463,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5180.0
216463,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5104.0
216464,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5786.4
216464,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5256.0
216464,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4794.0
216465,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5180.0
216465,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5505.5
216465,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5917.6
216466,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4570.5
216466,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4410.0
216466,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4839.6
216467,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4994.0
216467,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5267.0
216467,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4887.4
216468,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4831.8
216468,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4765.0
216468,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4291.0
216469,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4704.4
216469,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5616.0
216469,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5058.0
216470,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5065.0
216470,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5090.0
216470,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5217.1
216471,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4661.0
216471,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4659.7
216471,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3673.0
216472,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4496.0
216472,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4799.0
216472,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4363.4
216473,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4420.2
216473,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4668.5
216473,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5105.0
216474,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4642.9
216474,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4616.0
216474,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3846.0
216475,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5687.6
216475,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,6231.0
216475,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5454.0
216476,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4097.0
216476,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4659.0
216476,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4714.5
216477,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4750.0
216477,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5206.0
216477,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5731.2
216478,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5949.5
216478,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6372.0
216478,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5612.0
216479,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5780.6
216479,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5253.0
216479,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5466.0
216480,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4599.8
216480,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4649.0
216480,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4553.0
216481,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4872.0
216481,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4914.0
216481,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5007.6
216482,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5186.0
216482,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5548.4
216482,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5310.5
216483,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5452.0
216483,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5865.4
216483,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5125.0
216484,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4655.9
216484,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4366.0
216484,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4550.0
216485,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,3636.0
216485,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4684.0
216485,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4674.7
216486,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4832.0
216486,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5231.0
216486,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4616.2
216487,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5393.0
216487,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5399.0
216487,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,5517.8
216488,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4449.0
216488,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,4553.3
216488,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4253.0
216489,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,6532.6
216489,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5828.0
216489,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5165.0
216490,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5538.0
216490,С‚РµРєСѓС‰РёР№_РјРµСЃСЏС†,3960.0
216490,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4623.0
216491,РїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,4494.0
216491,РїСЂРµРїСЂРµРґС‹РґСѓС‰РёР№_РјРµСЃСЏС†,5502.0
